,_id,year,make,model,code
331,{'$oid': '5f96f0e78ba96e254616444d'},2011,BMW,5 Series Gran Turismo,c22752
332,{'$oid': '5f96f0e78ba96e254616444e'},2010,BMW,5 Series Gran Turismo,c22077
333,{'$oid': '5f96f0e78ba96e254616444f'},2019,BMW,6 Series,c27560
334,{'$oid': '5f96f0e88ba96e2546164450'},2018,BMW,6 Series,c26659
335,{'$oid': '5f96f0e88ba96e2546164451'},2017,BMW,6 Series,c25843
336,{'$oid': '5f96f0e88ba96e2546164452'},2016,BMW,6 Series,c24827
337,{'$oid': '5f96f0e88ba96e2546164453'},2015,BMW,6 Series,c24399
338,{'$oid': '5f96f0e98ba96e2546164454'},2014,BMW,6 Series,c23961
339,{'$oid': '5f96f0e98ba96e2546164455'},2013,BMW,6 Series,c23257
340,{'$oid': '5f96f0e98ba96e2546164456'},2012,BMW,6 Series,c22851
341,{'$oid': '5f96f0e98ba96e2546164457'},2010,BMW,6 Series,c21679
342,{'$oid': '5f96f0ea8ba96e2546164458'},2009,BMW,6 Series,c21414
343,{'$oid': '5f96f0ea8ba96e2546164459'},2008,BMW,6 Series,c15428
344,{'$oid': '5f96f0ea8ba96e254616445a'},2007,BMW,6 Series,c22267
345,{'$oid': '5f96f0ea8ba96e254616445b'},2006,BMW,6 Series,c22266
346,{'$oid': '5f96f0eb8ba96e254616445c'},2005,BMW,6 Series,c22265
347,{'$oid': '5f96f0eb8ba96e254616445d'},2004,BMW,6 Series,c22264
348,{'$oid': '5f96f0eb8ba96e254616445e'},2021,BMW,7 Series,c30414
349,{'$oid': '5f96f0ec8ba96e254616445f'},2020,BMW,7 Series,c28975
350,{'$oid': '5f96f0ec8ba96e2546164460'},2019,BMW,7 Series,c27561
351,{'$oid': '5f96f0ec8ba96e2546164461'},2018,BMW,7 Series,c26660
352,{'$oid': '5f96f0ec8ba96e2546164462'},2017,BMW,7 Series,c25845
353,{'$oid': '5f96f0ed8ba96e2546164463'},2016,BMW,7 Series,c25126
354,{'$oid': '5f96f0ed8ba96e2546164464'},2015,BMW,7 Series,c24404
355,{'$oid': '5f96f0ed8ba96e2546164465'},2014,BMW,7 Series,c24107
356,{'$oid': '5f96f0ed8ba96e2546164466'},2013,BMW,7 Series,c23569
357,{'$oid': '5f96f0ee8ba96e2546164467'},2012,BMW,7 Series,c22852
358,{'$oid': '5f96f0ee8ba96e2546164468'},2011,BMW,7 Series,c22226
359,{'$oid': '5f96f0ee8ba96e2546164469'},2010,BMW,7 Series,c21999
360,{'$oid': '5f96f0ee8ba96e254616446a'},2009,BMW,7 Series,c21584
361,{'$oid': '5f96f0ef8ba96e254616446b'},2008,BMW,7 Series,c15448
362,{'$oid': '5f96f0ef8ba96e254616446c'},2007,BMW,7 Series,c22292
363,{'$oid': '5f96f0ef8ba96e254616446d'},2006,BMW,7 Series,c22291
364,{'$oid': '5f96f0f08ba96e254616446e'},2005,BMW,7 Series,c22290
365,{'$oid': '5f96f0f08ba96e254616446f'},2004,BMW,7 Series,c22289
366,{'$oid': '5f96f0f08ba96e2546164470'},2003,BMW,7 Series,c22288
367,{'$oid': '5f96f0f18ba96e2546164471'},2002,BMW,7 Series,c22287
368,{'$oid': '5f96f0f18ba96e2546164472'},2001,BMW,7 Series,c22286
369,{'$oid': '5f96f0f18ba96e2546164473'},2000,BMW,7 Series,c22285
370,{'$oid': '5f96f0f18ba96e2546164474'},2021,BMW,8 Series,c30831
371,{'$oid': '5f96f0f28ba96e2546164475'},2020,BMW,8 Series,c29368
372,{'$oid': '5f96f0f28ba96e2546164476'},2019,BMW,8 Series,c28430
373,{'$oid': '5f96f0f28ba96e2546164477'},2020,BMW,i3,c29711
374,{'$oid': '5f96f0f28ba96e2546164478'},2019,BMW,i3,c28831
375,{'$oid': '5f96f0f38ba96e2546164479'},2018,BMW,i3,c27256
376,{'$oid': '5f96f0f38ba96e254616447a'},2017,BMW,i3,c26198
377,{'$oid': '5f96f0f38ba96e254616447b'},2016,BMW,i3,c25382
378,{'$oid': '5f96f0f38ba96e254616447c'},2015,BMW,i3,c24776
379,{'$oid': '5f96f0f48ba96e254616447d'},2014,BMW,i3,c24316
380,{'$oid': '5f96f0f48ba96e254616447e'},2020,BMW,i8,c29716
381,{'$oid': '5f96f0f48ba96e254616447f'},2019,BMW,i8,c27475
382,{'$oid': '5f96f0f48ba96e2546164480'},2017,BMW,i8,c26117
383,{'$oid': '5f96f0f58ba96e2546164481'},2016,BMW,i8,c25383
384,{'$oid': '5f96f0f58ba96e2546164482'},2015,BMW,i8,c24437
385,{'$oid': '5f96f0f58ba96e2546164483'},2014,BMW,i8,c24732
386,{'$oid': '5f96f0f68ba96e2546164484'},2019,Buick,Cascada,c27529
387,{'$oid': '5f96f0f68ba96e2546164485'},2018,Buick,Cascada,c26918
388,{'$oid': '5f96f0f68ba96e2546164486'},2017,Buick,Cascada,c26020
389,{'$oid': '5f96f0f68ba96e2546164487'},2016,Buick,Cascada,c24785
390,{'$oid': '5f96f0f78ba96e2546164488'},2005,Buick,Century,c5287
391,{'$oid': '5f96f0f78ba96e2546164489'},2004,Buick,Century,c5294
392,{'$oid': '5f96f0f78ba96e254616448a'},2003,Buick,Century,c5300
393,{'$oid': '5f96f0f78ba96e254616448b'},2002,Buick,Century,c5305
394,{'$oid': '5f96f0f88ba96e254616448c'},2001,Buick,Century,c5310
395,{'$oid': '5f96f0f88ba96e254616448d'},2000,Buick,Century,c5314
396,{'$oid': '5f96f0f88ba96e254616448e'},2021,Buick,Enclave,c30844
397,{'$oid': '5f96f0f88ba96e254616448f'},2020,Buick,Enclave,c29195
398,{'$oid': '5f96f0f98ba96e2546164490'},2019,Buick,Enclave,c27779
399,{'$oid': '5f96f0f98ba96e2546164491'},2018,Buick,Enclave,c27016
400,{'$oid': '5f96f0f98ba96e2546164492'},2017,Buick,Enclave,c25853
401,{'$oid': '5f96f0f98ba96e2546164493'},2016,Buick,Enclave,c24898
402,{'$oid': '5f96f0fa8ba96e2546164494'},2015,Buick,Enclave,c24422
403,{'$oid': '5f96f0fa8ba96e2546164495'},2014,Buick,Enclave,c24038
404,{'$oid': '5f96f0fa8ba96e2546164496'},2013,Buick,Enclave,c23387
405,{'$oid': '5f96f0fb8ba96e2546164497'},2012,Buick,Enclave,c22907
406,{'$oid': '5f96f0fb8ba96e2546164498'},2011,Buick,Enclave,c22373
407,{'$oid': '5f96f0fb8ba96e2546164499'},2010,Buick,Enclave,c21741
408,{'$oid': '5f96f0fb8ba96e254616449a'},2009,Buick,Enclave,c21043
409,{'$oid': '5f96f0fc8ba96e254616449b'},2008,Buick,Enclave,c8231
410,{'$oid': '5f96f0fc8ba96e254616449c'},2021,Buick,Encore,c30337
411,{'$oid': '5f96f0fc8ba96e254616449d'},2020,Buick,Encore,c29196
412,{'$oid': '5f96f0fc8ba96e254616449e'},2019,Buick,Encore,c27678
413,{'$oid': '5f96f0fd8ba96e254616449f'},2018,Buick,Encore,c26943
414,{'$oid': '5f96f0fd8ba96e25461644a0'},2017,Buick,Encore,c25942
415,{'$oid': '5f96f0fd8ba96e25461644a1'},2016,Buick,Encore,c25085
416,{'$oid': '5f96f0fd8ba96e25461644a2'},2015,Buick,Encore,c24574
417,{'$oid': '5f96f0fe8ba96e25461644a3'},2014,Buick,Encore,c24053
418,{'$oid': '5f96f0fe8ba96e25461644a4'},2013,Buick,Encore,c23246
419,{'$oid': '5f96f0fe8ba96e25461644a5'},2021,Buick,Encore GX,c30418
420,{'$oid': '5f96f0fe8ba96e25461644a6'},2020,Buick,Encore GX,c29330
421,{'$oid': '5f96f0ff8ba96e25461644a7'},2020,Buick,Envision,c29054
422,{'$oid': '5f96f0ff8ba96e25461644a8'},2019,Buick,Envision,c27486
423,{'$oid': '5f96f0ff8ba96e25461644a9'},2018,Buick,Envision,c26821
424,{'$oid': '5f96f0ff8ba96e25461644aa'},2017,Buick,Envision,c25966
425,{'$oid': '5f96f1008ba96e25461644ab'},2016,Buick,Envision,c25738
426,{'$oid': '5f96f1008ba96e25461644ac'},2019,Buick,LaCrosse,c27679
427,{'$oid': '5f96f1008ba96e25461644ad'},2018,Buick,LaCrosse,c26780
428,{'$oid': '5f96f1008ba96e25461644ae'},2017,Buick,LaCrosse,c25891
429,{'$oid': '5f96f1018ba96e25461644af'},2016,Buick,LaCrosse,c24899
430,{'$oid': '5f96f1018ba96e25461644b0'},2015,Buick,LaCrosse,c24426
431,{'$oid': '5f96f1018ba96e25461644b1'},2014,Buick,LaCrosse,c23956
432,{'$oid': '5f96f1018ba96e25461644b2'},2013,Buick,LaCrosse,c23498
433,{'$oid': '5f96f1028ba96e25461644b3'},2012,Buick,LaCrosse,c22934
434,{'$oid': '5f96f1028ba96e25461644b4'},2011,Buick,LaCrosse,c22374
435,{'$oid': '5f96f1028ba96e25461644b5'},2010,Buick,LaCrosse,c21642
436,{'$oid': '5f96f1038ba96e25461644b6'},2009,Buick,LaCrosse,c21044
437,{'$oid': '5f96f1038ba96e25461644b7'},2008,Buick,LaCrosse,c8283
438,{'$oid': '5f96f1038ba96e25461644b8'},2007,Buick,LaCrosse,c7702
439,{'$oid': '5f96f1038ba96e25461644b9'},2006,Buick,LaCrosse,c5282
440,{'$oid': '5f96f1048ba96e25461644ba'},2005,Buick,LaCrosse,c5288
441,{'$oid': '5f96f1048ba96e25461644bb'},2005,Buick,LeSabre,c5289
442,{'$oid': '5f96f1048ba96e25461644bc'},2004,Buick,LeSabre,c5295
443,{'$oid': '5f96f1048ba96e25461644bd'},2003,Buick,LeSabre,c5301
444,{'$oid': '5f96f1058ba96e25461644be'},2002,Buick,LeSabre,c5306
445,{'$oid': '5f96f1058ba96e25461644bf'},2001,Buick,LeSabre,c5311
446,{'$oid': '5f96f1058ba96e25461644c0'},2000,Buick,LeSabre,c5315
447,{'$oid': '5f96f1058ba96e25461644c1'},2011,Buick,Lucerne,c22375
448,{'$oid': '5f96f1068ba96e25461644c2'},2010,Buick,Lucerne,c21783
449,{'$oid': '5f96f1068ba96e25461644c3'},2009,Buick,Lucerne,c21060
450,{'$oid': '5f96f1068ba96e25461644c4'},2008,Buick,Lucerne,c8291
451,{'$oid': '5f96f1068ba96e25461644c5'},2007,Buick,Lucerne,c7703
452,{'$oid': '5f96f1078ba96e25461644c6'},2006,Buick,Lucerne,c5283
453,{'$oid': '5f96f1078ba96e25461644c7'},2005,Buick,Park Avenue,c5290
454,{'$oid': '5f96f1078ba96e25461644c8'},2004,Buick,Park Avenue,c5296
455,{'$oid': '5f96f1078ba96e25461644c9'},2003,Buick,Park Avenue,c5302
456,{'$oid': '5f96f1088ba96e25461644ca'},2002,Buick,Park Avenue,c5307
457,{'$oid': '5f96f1088ba96e25461644cb'},2001,Buick,Park Avenue,c5312
458,{'$oid': '5f96f1088ba96e25461644cc'},2000,Buick,Park Avenue,c5316
459,{'$oid': '5f96f1098ba96e25461644cd'},2017,Buick,Regal,c25892
460,{'$oid': '5f96f1098ba96e25461644ce'},2016,Buick,Regal,c25063
461,{'$oid': '5f96f1098ba96e25461644cf'},2015,Buick,Regal,c24427
462,{'$oid': '5f96f1098ba96e25461644d0'},2014,Buick,Regal,c23957
463,{'$oid': '5f96f10a8ba96e25461644d1'},2013,Buick,Regal,c23617
464,{'$oid': '5f96f10a8ba96e25461644d2'},2012,Buick,Regal,c23172
465,{'$oid': '5f96f10a8ba96e25461644d3'},2011,Buick,Regal,c22022
466,{'$oid': '5f96f10b8ba96e25461644d4'},2004,Buick,Regal,c5298
467,{'$oid': '5f96f10b8ba96e25461644d5'},2003,Buick,Regal,c5303
468,{'$oid': '5f96f10b8ba96e25461644d6'},2002,Buick,Regal,c5308
469,{'$oid': '5f96f10b8ba96e25461644d7'},2001,Buick,Regal,c5313
470,{'$oid': '5f96f10c8ba96e25461644d8'},2000,Buick,Regal,c5317
471,{'$oid': '5f96f10c8ba96e25461644d9'},2020,Buick,Regal Sportback,c29197
472,{'$oid': '5f96f10c8ba96e25461644da'},2019,Buick,Regal Sportback,c27780
473,{'$oid': '5f96f10c8ba96e25461644db'},2018,Buick,Regal Sportback,c27060
474,{'$oid': '5f96f10d8ba96e25461644dc'},2020,Buick,Regal TourX,c29198
475,{'$oid': '5f96f10d8ba96e25461644dd'},2019,Buick,Regal TourX,c27781
476,{'$oid': '5f96f10d8ba96e25461644de'},2018,Buick,Regal TourX,c27061
477,{'$oid': '5f96f10d8ba96e25461644df'},2007,Buick,Rendezvous,c7755
478,{'$oid': '5f96f10e8ba96e25461644e0'},2006,Buick,Rendezvous,c5285
479,{'$oid': '5f96f10e8ba96e25461644e1'},2005,Buick,Rendezvous,c5292
480,{'$oid': '5f96f10e8ba96e25461644e2'},2004,Buick,Rendezvous,c5299
481,{'$oid': '5f96f10e8ba96e25461644e3'},2003,Buick,Rendezvous,c5304
482,{'$oid': '5f96f10f8ba96e25461644e4'},2002,Buick,Rendezvous,c5309
483,{'$oid': '5f96f10f8ba96e25461644e5'},2017,Buick,Verano,c26055
484,{'$oid': '5f96f10f8ba96e25461644e6'},2016,Buick,Verano,c25013
485,{'$oid': '5f96f10f8ba96e25461644e7'},2015,Buick,Verano,c24463
486,{'$oid': '5f96f1108ba96e25461644e8'},2014,Buick,Verano,c24078
487,{'$oid': '5f96f1108ba96e25461644e9'},2013,Buick,Verano,c23570
488,{'$oid': '5f96f1108ba96e25461644ea'},2012,Buick,Verano,c23110
489,{'$oid': '5f96f1108ba96e25461644eb'},2018,Cadillac,ATS,c26870
490,{'$oid': '5f96f1118ba96e25461644ec'},2017,Cadillac,ATS,c25944
491,{'$oid': '5f96f1118ba96e25461644ed'},2016,Cadillac,ATS,c24901
492,{'$oid': '5f96f1118ba96e25461644ee'},2015,Cadillac,ATS,c24343
493,{'$oid': '5f96f1118ba96e25461644ef'},2014,Cadillac,ATS,c24075
494,{'$oid': '5f96f1128ba96e25461644f0'},2013,Cadillac,ATS,c23302
495,{'$oid': '5f96f1128ba96e25461644f1'},2019,Cadillac,ATS Coupe,c27947
496,{'$oid': '5f96f1128ba96e25461644f2'},2018,Cadillac,ATS Coupe,c26871
497,{'$oid': '5f96f1138ba96e25461644f3'},2017,Cadillac,ATS Coupe,c25943
498,{'$oid': '5f96f1138ba96e25461644f4'},2016,Cadillac,ATS Coupe,c24900
499,{'$oid': '5f96f1138ba96e25461644f5'},2015,Cadillac,ATS Coupe,c24347
500,{'$oid': '5f96f1138ba96e25461644f6'},2021,Cadillac,CT4,c30845
501,{'$oid': '5f96f1148ba96e25461644f7'},2020,Cadillac,CT4,c29724
502,{'$oid': '5f96f1148ba96e25461644f8'},2021,Cadillac,CT5,c30846
503,{'$oid': '5f96f1148ba96e25461644f9'},2020,Cadillac,CT5,c29114
504,{'$oid': '5f96f1148ba96e25461644fa'},2020,Cadillac,CT5-V,c29334
505,{'$oid': '5f96f1158ba96e25461644fb'},2020,Cadillac,CT6,c29264
506,{'$oid': '5f96f1158ba96e25461644fc'},2019,Cadillac,CT6,c27656
507,{'$oid': '5f96f1158ba96e25461644fd'},2018,Cadillac,CT6,c26672
508,{'$oid': '5f96f1158ba96e25461644fe'},2017,Cadillac,CT6,c25893
509,{'$oid': '5f96f1168ba96e25461644ff'},2016,Cadillac,CT6,c25251
510,{'$oid': '5f96f1168ba96e2546164500'},2020,Cadillac,CT6-V,c29284
511,{'$oid': '5f96f1168ba96e2546164501'},2019,Cadillac,CT6-V,c29074
512,{'$oid': '5f96f1168ba96e2546164502'},2019,Cadillac,CTS,c27948
513,{'$oid': '5f96f1178ba96e2546164503'},2018,Cadillac,CTS,c26872
514,{'$oid': '5f96f1178ba96e2546164504'},2017,Cadillac,CTS,c25894
515,{'$oid': '5f96f1178ba96e2546164505'},2016,Cadillac,CTS,c24902
516,{'$oid': '5f96f1178ba96e2546164506'},2015,Cadillac,CTS,c24575
517,{'$oid': '5f96f1188ba96e2546164507'},2014,Cadillac,CTS,c23898
518,{'$oid': '5f96f1188ba96e2546164508'},2013,Cadillac,CTS,c23457
519,{'$oid': '5f96f1188ba96e2546164509'},2012,Cadillac,CTS,c22901
520,{'$oid': '5f96f1188ba96e254616450a'},2011,Cadillac,CTS,c22369
521,{'$oid': '5f96f1198ba96e254616450b'},2010,Cadillac,CTS,c21734
522,{'$oid': '5f96f1198ba96e254616450c'},2009,Cadillac,CTS,c21079
523,{'$oid': '5f96f1198ba96e254616450d'},2008,Cadillac,CTS,c8189
524,{'$oid': '5f96f11a8ba96e254616450e'},2007,Cadillac,CTS,c7745
525,{'$oid': '5f96f11a8ba96e254616450f'},2006,Cadillac,CTS,c1449
526,{'$oid': '5f96f11a8ba96e2546164510'},2005,Cadillac,CTS,c1456
527,{'$oid': '5f96f11a8ba96e2546164511'},2004,Cadillac,CTS,c1464
528,{'$oid': '5f96f11b8ba96e2546164512'},2003,Cadillac,CTS,c1472
529,{'$oid': '5f96f11b8ba96e2546164513'},2014,Cadillac,CTS Coupe,c24049
530,{'$oid': '5f96f11b8ba96e2546164514'},2013,Cadillac,CTS Coupe,c23526
531,{'$oid': '5f96f11b8ba96e2546164515'},2012,Cadillac,CTS Coupe,c22904
532,{'$oid': '5f96f11c8ba96e2546164516'},2011,Cadillac,CTS Coupe,c22370
533,{'$oid': '5f96f11c8ba96e2546164517'},2019,Cadillac,CTS-V,c27994
534,{'$oid': '5f96f11c8ba96e2546164518'},2018,Cadillac,CTS-V,c26687
535,{'$oid': '5f96f11c8ba96e2546164519'},2017,Cadillac,CTS-V,c25896
536,{'$oid': '5f96f11d8ba96e254616451a'},2016,Cadillac,CTS-V,c24786
537,{'$oid': '5f96f11d8ba96e254616451b'},2014,Cadillac,CTS-V,c24055
538,{'$oid': '5f96f11d8ba96e254616451c'},2013,Cadillac,CTS-V,c23458
539,{'$oid': '5f96f11d8ba96e254616451d'},2012,Cadillac,CTS-V,c22969
540,{'$oid': '5f96f11e8ba96e254616451e'},2011,Cadillac,CTS-V,c22372
541,{'$oid': '5f96f11e8ba96e254616451f'},2010,Cadillac,CTS-V,c21832
542,{'$oid': '5f96f11e8ba96e2546164520'},2009,Cadillac,CTS-V,c21316
543,{'$oid': '5f96f11e8ba96e2546164521'},2007,Cadillac,CTS-V,c7746
544,{'$oid': '5f96f11f8ba96e2546164522'},2006,Cadillac,CTS-V,c5385
545,{'$oid': '5f96f11f8ba96e2546164523'},2005,Cadillac,CTS-V,c5389
546,{'$oid': '5f96f11f8ba96e2546164524'},2004,Cadillac,CTS-V,c5390
547,{'$oid': '5f96f11f8ba96e2546164525'},2005,Cadillac,DeVille,c1457
548,{'$oid': '5f96f1208ba96e2546164526'},2004,Cadillac,DeVille,c1465
549,{'$oid': '5f96f1208ba96e2546164527'},2003,Cadillac,DeVille,c1473
550,{'$oid': '5f96f1208ba96e2546164528'},2002,Cadillac,DeVille,c1478
551,{'$oid': '5f96f1218ba96e2546164529'},2001,Cadillac,DeVille,c1484
552,{'$oid': '5f96f1218ba96e254616452a'},2000,Cadillac,DeVille,c1488
553,{'$oid': '5f96f1218ba96e254616452b'},2011,Cadillac,DTS,c22381
554,{'$oid': '5f96f1218ba96e254616452c'},2010,Cadillac,DTS,c21830
555,{'$oid': '5f96f1228ba96e254616452d'},2009,Cadillac,DTS,c21225
556,{'$oid': '5f96f1228ba96e254616452e'},2008,Cadillac,DTS,c8371
557,{'$oid': '5f96f1228ba96e254616452f'},2007,Cadillac,DTS,c7704
558,{'$oid': '5f96f1228ba96e2546164530'},2006,Cadillac,DTS,c1450
559,{'$oid': '5f96f1238ba96e2546164531'},2002,Cadillac,Eldorado,c1479
560,{'$oid': '5f96f1238ba96e2546164532'},2001,Cadillac,Eldorado,c1485
561,{'$oid': '5f96f1238ba96e2546164533'},2000,Cadillac,Eldorado,c1489
562,{'$oid': '5f96f1248ba96e2546164534'},2021,Cadillac,Escalade,c30074
563,{'$oid': '5f96f1248ba96e2546164535'},2020,Cadillac,Escalade,c29242
564,{'$oid': '5f96f1248ba96e2546164536'},2019,Cadillac,Escalade,c27949
565,{'$oid': '5f96f1248ba96e2546164537'},2018,Cadillac,Escalade,c27063
566,{'$oid': '5f96f1258ba96e2546164538'},2017,Cadillac,Escalade,c26121
567,{'$oid': '5f96f1258ba96e2546164539'},2016,Cadillac,Escalade,c24904
568,{'$oid': '5f96f1258ba96e254616453a'},2015,Cadillac,Escalade,c24315
569,{'$oid': '5f96f1258ba96e254616453b'},2014,Cadillac,Escalade,c24072
570,{'$oid': '5f96f1268ba96e254616453c'},2013,Cadillac,Escalade,c23446
571,{'$oid': '5f96f1268ba96e254616453d'},2012,Cadillac,Escalade,c22905
572,{'$oid': '5f96f1268ba96e254616453e'},2011,Cadillac,Escalade,c22429
573,{'$oid': '5f96f1268ba96e254616453f'},2010,Cadillac,Escalade,c21920
574,{'$oid': '5f96f1278ba96e2546164540'},2009,Cadillac,Escalade,c21085
575,{'$oid': '5f96f1278ba96e2546164541'},2008,Cadillac,Escalade,c8329
576,{'$oid': '5f96f1278ba96e2546164542'},2007,Cadillac,Escalade,c7301
577,{'$oid': '5f96f1278ba96e2546164543'},2006,Cadillac,Escalade,c1451
578,{'$oid': '5f96f1288ba96e2546164544'},2005,Cadillac,Escalade,c1458
579,{'$oid': '5f96f1288ba96e2546164545'},2004,Cadillac,Escalade,c1466
580,{'$oid': '5f96f1288ba96e2546164546'},2003,Cadillac,Escalade,c1474
581,{'$oid': '5f96f1298ba96e2546164547'},2002,Cadillac,Escalade,c1480
582,{'$oid': '5f96f1298ba96e2546164548'},2000,Cadillac,Escalade,c1490
583,{'$oid': '5f96f1298ba96e2546164549'},2021,Cadillac,Escalade ESV,c30616
584,{'$oid': '5f96f1298ba96e254616454a'},2020,Cadillac,Escalade ESV,c29243
585,{'$oid': '5f96f12a8ba96e254616454b'},2019,Cadillac,Escalade ESV,c27950
586,{'$oid': '5f96f12a8ba96e254616454c'},2018,Cadillac,Escalade ESV,c27064
587,{'$oid': '5f96f12a8ba96e254616454d'},2017,Cadillac,Escalade ESV,c26122
588,{'$oid': '5f96f12a8ba96e254616454e'},2016,Cadillac,Escalade ESV,c24905
589,{'$oid': '5f96f12b8ba96e254616454f'},2015,Cadillac,Escalade ESV,c24321
590,{'$oid': '5f96f12b8ba96e2546164550'},2014,Cadillac,Escalade ESV,c24071
591,{'$oid': '5f96f12b8ba96e2546164551'},2013,Cadillac,Escalade ESV,c23459
592,{'$oid': '5f96f12b8ba96e2546164552'},2012,Cadillac,Escalade ESV,c22919
593,{'$oid': '5f96f12c8ba96e2546164553'},2011,Cadillac,Escalade ESV,c22443
594,{'$oid': '5f96f12c8ba96e2546164554'},2010,Cadillac,Escalade ESV,c21921
595,{'$oid': '5f96f12c8ba96e2546164555'},2009,Cadillac,Escalade ESV,c21050
596,{'$oid': '5f96f12c8ba96e2546164556'},2008,Cadillac,Escalade ESV,c8331
597,{'$oid': '5f96f12d8ba96e2546164557'},2007,Cadillac,Escalade ESV,c7747
598,{'$oid': '5f96f12d8ba96e2546164558'},2006,Cadillac,Escalade ESV,c1452
599,{'$oid': '5f96f12d8ba96e2546164559'},2005,Cadillac,Escalade ESV,c1459
600,{'$oid': '5f96f12d8ba96e254616455a'},2004,Cadillac,Escalade ESV,c1467
601,{'$oid': '5f96f12e8ba96e254616455b'},2003,Cadillac,Escalade ESV,c1475
602,{'$oid': '5f96f12e8ba96e254616455c'},2013,Cadillac,Escalade EXT,c23480
603,{'$oid': '5f96f12e8ba96e254616455d'},2012,Cadillac,Escalade EXT,c22906
604,{'$oid': '5f96f12f8ba96e254616455e'},2011,Cadillac,Escalade EXT,c22402
605,{'$oid': '5f96f12f8ba96e254616455f'},2010,Cadillac,Escalade EXT,c21919
606,{'$oid': '5f96f12f8ba96e2546164560'},2009,Cadillac,Escalade EXT,c21049
607,{'$oid': '5f96f12f8ba96e2546164561'},2008,Cadillac,Escalade EXT,c8330
608,{'$oid': '5f96f1308ba96e2546164562'},2007,Cadillac,Escalade EXT,c7748
609,{'$oid': '5f96f1308ba96e2546164563'},2006,Cadillac,Escalade EXT,c1453
610,{'$oid': '5f96f1308ba96e2546164564'},2005,Cadillac,Escalade EXT,c1460
611,{'$oid': '5f96f1308ba96e2546164565'},2004,Cadillac,Escalade EXT,c1468
612,{'$oid': '5f96f1318ba96e2546164566'},2003,Cadillac,Escalade EXT,c1476
613,{'$oid': '5f96f1318ba96e2546164567'},2002,Cadillac,Escalade EXT,c1481
614,{'$oid': '5f96f1318ba96e2546164568'},2016,Cadillac,SRX,c24906
615,{'$oid': '5f96f1318ba96e2546164569'},2015,Cadillac,SRX,c24464
616,{'$oid': '5f96f1328ba96e254616456a'},2014,Cadillac,SRX,c24045
617,{'$oid': '5f96f1328ba96e254616456b'},2013,Cadillac,SRX,c23388
618,{'$oid': '5f96f1328ba96e254616456c'},2012,Cadillac,SRX,c22899
619,{'$oid': '5f96f1328ba96e254616456d'},2011,Cadillac,SRX,c22403
620,{'$oid': '5f96f1338ba96e254616456e'},2010,Cadillac,SRX,c21658
621,{'$oid': '5f96f1338ba96e254616456f'},2009,Cadillac,SRX,c21080
622,{'$oid': '5f96f1338ba96e2546164570'},2008,Cadillac,SRX,c8328
623,{'$oid': '5f96f1338ba96e2546164571'},2007,Cadillac,SRX,c7749
624,{'$oid': '5f96f1348ba96e2546164572'},2006,Cadillac,SRX,c1454
625,{'$oid': '5f96f1348ba96e2546164573'},2005,Cadillac,SRX,c1461
626,{'$oid': '5f96f1348ba96e2546164574'},2004,Cadillac,SRX,c1469
627,{'$oid': '5f96f1358ba96e2546164575'},2011,Cadillac,STS,c22382
628,{'$oid': '5f96f1358ba96e2546164576'},2010,Cadillac,STS,c21831
629,{'$oid': '5f96f1358ba96e2546164577'},2009,Cadillac,STS,c21081
630,{'$oid': '5f96f1358ba96e2546164578'},2008,Cadillac,STS,c8372
631,{'$oid': '5f96f1368ba96e2546164579'},2007,Cadillac,STS,c7750
632,{'$oid': '5f96f1368ba96e254616457a'},2006,Cadillac,STS,c1455
633,{'$oid': '5f96f1368ba96e254616457b'},2005,Cadillac,STS,c1462
634,{'$oid': '5f96f1368ba96e254616457c'},2021,Cadillac,XT4,c30969
635,{'$oid': '5f96f1378ba96e254616457d'},2020,Cadillac,XT4,c29199
636,{'$oid': '5f96f1378ba96e254616457e'},2019,Cadillac,XT4,c27589
637,{'$oid': '5f96f1378ba96e254616457f'},2021,Cadillac,XT5,c30687
638,{'$oid': '5f96f1378ba96e2546164580'},2020,Cadillac,XT5,c29329
639,{'$oid': '5f96f1388ba96e2546164581'},2019,Cadillac,XT5,c27782
640,{'$oid': '5f96f1388ba96e2546164582'},2018,Cadillac,XT5,c26688
641,{'$oid': '5f96f1388ba96e2546164583'},2017,Cadillac,XT5,c25716
642,{'$oid': '5f96f1388ba96e2546164584'},2021,Cadillac,XT6,c30688
643,{'$oid': '5f96f1398ba96e2546164585'},2020,Cadillac,XT6,c28970
644,{'$oid': '5f96f1398ba96e2546164586'},2019,Cadillac,XTS,c27680
645,{'$oid': '5f96f1398ba96e2546164587'},2018,Cadillac,XTS,c27065
646,{'$oid': '5f96f1398ba96e2546164588'},2017,Cadillac,XTS,c25897
647,{'$oid': '5f96f13a8ba96e2546164589'},2016,Cadillac,XTS,c24907
648,{'$oid': '5f96f13a8ba96e254616458a'},2015,Cadillac,XTS,c24576
649,{'$oid': '5f96f13a8ba96e254616458b'},2014,Cadillac,XTS,c24054
650,{'$oid': '5f96f13a8ba96e254616458c'},2013,Cadillac,XTS,c23321
651,{'$oid': '5f96f13b8ba96e254616458d'},2013,Chevrolet,Avalanche,c23482
652,{'$oid': '5f96f13b8ba96e254616458e'},2012,Chevrolet,Avalanche,c23136
653,{'$oid': '5f96f13b8ba96e254616458f'},2011,Chevrolet,Avalanche,c22194
